number,street,unit,census_status,street_residential_signal
5649,HIBERNIA DR,B,Match,0/1
2249,SUNSHINE PL,,Match,0/1
2199,MUIRWOOD DR,,Match,0/1
3259,WINTER LANE PARK,,Match,0/0
5800,HIBERNIA DR,B,Match,0/1
2625,WINCHESTER PIKE,,Match,4/13
2241,SEVILLE AVE,,Match,0/1
4247,DONLYN CT,,Match,0/0
1740,LONSDALE PL E,UNIT A,Match,0/0
5515,CANTARA PL,2,Match,0/0
1557,BANDERA CT,,Match,0/0
4259,KIMBERLY PKWY,,Match,0/1
4230,S HAMILTON RD,,No_Match,242/753
5481,CHATFORD SQ,,Match,0/1
2246,S HAMILTON RD,103,Match,242/753
2426,SHORE BLVD W,,Match,0/0
4520,LAKE SIDE N,,Match,0/0
5589,AUTUMN CHASE DR,B,Match,0/1
2870,WOOLWICH CT,204,Match,0/0
4579,HEMINGWAY CT,B,Match,0/1
2451,SHORE BLVD E,A,Match,0/0
2411,SHORE BLVD E,K,Match,0/0
2429,SHORE BLVD E,,Match,0/0
5792,HALLRIDGE CIR,,Match,0/0
5840,REDAPPLE RIDGE,,Match,0/0
3018,ROTUNDA CT S,,Match,0/0
3047,ROTUNDA CT N,,Match,0/0
2884,NATHANIEL BLVD,,Match,0/0
5860,HALLRIDGE CIR,,Match,0/0
5813,HALLRIDGE CIR,,Match,0/0
436,CHANTRY DR,,No_Match,0/16
364,CHANTRY DR,,No_Match,0/16
2621,SILVER OAK DR,,Match,0/1
58,LITTLE BROOK WAY,,No_Match,30/31
54,LITTLE BROOK WAY,,No_Match,30/31
144,LITTLE BROOK WAY,,No_Match,30/31
2783,GROSSE POINT,,Match,0/0
4770,LARAINE CT,202,Match,0/0
2744,BRANDY DR,104,Match,0/1
5880,YORKLAND CT,UNIT D,Match,0/1
2798,GROSSE POINT,,Match,0/0
3346,TRADAN DR,,Match,0/1
6473,MCNAUGHTEN CT,,No_Match,0/1
6183,MCNAUGHTEN CT,,Match,0/1
3269,SUNMARK AVE,,Match,0/0
5007,COVENTRY CT N,,Match,0/0
2088,PINE GROVE LN,,Match,0/1
1858,COVENTRY LN,D,Match,0/0
6011,LAKE CLUB SQ,,Match,0/1
3598,RIVERDALE SQ,,Match,0/0
5861,CHANTRY DR,,Match,0/16
6024,LAKE CLUB CT,,Match,0/1
5099,CEDAR DR,H,Match,15/24
2368,MALKA CT,,Match,0/0
3573,ARIEL DR,,Match,0/0
5141,CEDAR DR,C,Match,15/24
3763,KIMBERLY WEST DR,UNIT 6,Tie,0/0
2233,COURTSIDE DR,G,Match,0/2
3793,SOFT WIND DR,,Match,0/0
3789,SOFT WIND DR,,Match,0/0
3922,LAUREL LN,,Match,2/2
2438,KIMBERLY WOODS DR,,Tie,0/1
2415,KIMBERLY PKWY N,,Tie,0/0
2435,KIMBERLY PKWY N,,Tie,0/0
2317,MUIRWOOD DR,,Match,0/1
2244,MUIRWOOD DR,,Match,0/1
2298,SEVILLE AVE,,Match,0/1
2254,SEVILLE AVE,,Match,0/1
5419,LONSDALE PL S,,Match,0/0
5770,HIBERNIA DR,C,Match,0/1
5484,DUNFIELD LN,3,Match,0/1
4252,EASTLAND SQUARE DR,,Match,0/1
5712,HIBERNIA DR,C,Match,0/1
5542,DUNFIELD LN,6,Match,0/1
3138,S HAMILTON RD,,Match,242/753
2785,CITIZENS PL,A,Match,0/1
5594,AUTUMN CHASE DR,A,Match,0/1
2784,BERWICK SQ,,Match,0/1
4650,HILTON CORPORATE DR,208,Match,0/3
4729,HILTON CORPORATE DR,,Match,0/3
6103,MCNAUGHTEN CENTER,,Match,0/0
6249,MCNAUGHTEN CT,,Match,0/1
6301,MCNAUGHTEN CT,,No_Match,0/1
5820,MAPLE TREE LN,,No_Match,0/0
5936,SHANA DR,,Match,0/1
2899,SHILLING DR,,Match,0/0
2894,SHILLING DR,,Match,0/0
4826,LARAINE CT,203,Match,0/0
2714,BRANDY DR,101,Match,0/1
6014,LAKE CLUB SQ,,Match,0/1
4954,OLDE COVENTRY RD W,,Match,0/0
4982,OLDE COVENTRY RD W,,Match,0/0
5015,COVENTRY CT N,,Match,0/0
2610,BIRCHTREE WAY,,Match,0/0
3719,KNIGHTSWAY LN,,Match,0/2
3741,NOAM CT,,Match,0/0
2207,COURTSIDE DR,A,Match,0/2
3763,KIMBERLY WEST DR,UNIT 1,Tie,0/0
3763,KIMBERLY WEST DR,UNIT 3,Tie,0/0
2233,COURTSIDE DR,A,Match,0/2
5330,YORKSHIRE TERRACE DR,B10,Match,0/0
3800,RIVERCREEK BAY WAY,,Match,0/0
3690,SOFT WIND DR,,No_Match,0/0
2191,SOFT WIND CT,,Match,0/0
3731,SOFT WIND DR,,Match,0/0
5393,YORKSHIRE TERRACE DR,6C,Match,0/0
5575,HIBERNIA DR,,Match,0/1
5535,HIBERNIA DR,B,Match,0/1
5415,YORKSHIRE TERRACE DR,6C,Match,0/0
5600,HIBERNIA DR,B,Match,0/1
3927,KIMBERLY PKWY N,,Match,0/0
3933,KIMBERLY PKWY N,,Match,0/0
2229,SUNSHINE PL,,Match,0/1
2060,SUNSHINE PL,,Match,0/1
2160,SUNSHINE PL,,Match,0/1
2120,SUNSHINE PL,,Match,0/1
5632,HIBERNIA DR,,Match,0/1
5440,LONSDALE PL S,UNIT C,Match,0/0
5774,HIBERNIA DR,B,Match,0/1
5502,DUNFIELD LN,5,Match,0/1
5766,HIBERNIA DR,A,Match,0/1
5754,HIBERNIA DR,B,Match,0/1
2286,MUIRWOOD DR,,Match,0/1
2128,MUIRWOOD DR,,Match,0/1
2367,MERCEDES LN,,Match,0/0
5504,E LIVINGSTON AVE,,Match,406/920
5457,CHATFORD SQ,,Match,0/1
2549,FRANKSWAY ST,,Match,0/1
4440,KINGSLAND AVE,,Match,0/1
5561,HUTCHINSTONE RD,,Match,0/0
5560,MILLERSFIELD DR,,Match,0/1
2851,CITIZENS PL,B,Match,0/1
2860,CITIZENS PL,C,Match,0/1
2801,MARWOOD CT,A,Match,0/1
544,CHANTRY DR,,No_Match,0/16
138,CHANTRY DR,,No_Match,0/16
450,CHANTRY DR,,No_Match,0/16
536,CHANTRY DR,,No_Match,0/16
5625,CHANTRY DR,,Match,0/16
46,LITTLE BROOK WAY,,No_Match,30/31
2747,TENNYSON BLVD,C,Match,0/0
4501,LAKE SIDE S,D,Match,0/0
4535,LAKE SIDE S,J,Match,0/0
2440,SHORE BLVD W,A,Match,0/0
4563,HEMINGWAY CT,A,Match,0/1
4607,REFUGEE RD,1A,Match,119/267
230,LITTLE BROOK WAY,,No_Match,30/31
394,LITTLE BROOK WAY,,No_Match,30/31
668,LITTLE BROOK WAY,,No_Match,30/31
1285,YORKLAND RD,UNIT O,Match,23/34
3034,ROTUNDA CT S,,Match,0/0
4621,REFUGEE RD,1B,Match,119/267
2881,TENNYSON BLVD,106,Match,0/0
4661,REFUGEE RD,2B,Match,119/267
2900,NATHANIEL BLVD,B,Match,0/0
4630,HILTON CORPORATE DR,218,Match,0/3
2519,EASTERN PINE RD,,Match,0/0
1281,MCNAUGHTEN RD,UNIT A,Match,80/137
1520,ABRAHAM WOODS,,Match,0/0
4655,REFUGEE RD,3B,Match,119/267
4632,CHANNING TER,A,Match,0/0
4669,REFUGEE RD,1I,Match,119/267
2902,MERRYMOUNT CT,D,Match,0/0
2866,MERRYMOUNT CT,A,Match,0/0
5880,YORKLAND CT,UNIT G,Match,0/1
5894,CHATTERTON RD,,No_Match,0/12
5723,SPRUCE TREE DR,,Match,0/0
2517,EASTERN PINE RD,,Match,0/0
6723,MCNAUGHTEN CT,,No_Match,0/1
6411,MCNAUGHTEN CT,,No_Match,0/1
3683,FARTHING LN,,Match,0/2
2178,ROTUNDA DR,,Match,6/10
6201,MCNAUGHTEN CT,,Match,0/1
2764,BRANDY DR,203,Match,0/1
2189,FOXCROFT GREEN,,Match,0/0
5988,LAKE CLUB SQ,,Match,0/1
2496,FOREST GREEN CT,,Match,0/0
2714,BRANDY DR,204,Match,0/1
4816,ROLLINGBROOK LN,D,Tie,0/0
1896,OLDE COVENTRY RD E,,Match,0/0
5011,COVENTRY CT N,,Match,0/0
1900,OLDE COVENTRY RD E,,Match,0/0
5095,CEDAR DR,G,Match,15/24
2158,RIVERDALE SQ E,,Match,0/0
3636,RIVERDALE SQ,,Match,0/0
5121,CEDAR DR,B,Match,15/24
3723,BIRCHTREE LN,,Match,0/0
1631,COPPERTREE RD,,Match,2/2
2412,HUDSON BAY WAY,,Match,0/0
2362,CANAL BAY WAY,,Match,0/1
3919,KIMBERLY PKWY N,,Match,0/0
3916,MAUMEE BAY WAY,,Match,0/0
2187,SUNSHINE PL,,Match,0/1
2114,SUNSHINE PL,,Match,0/1
2118,SUNSHINE PL,,Match,0/1
5348,YORKSHIRE VILLAGE LN,,Match,0/0
3277,ST BERNARD CIR,,Match,0/0
5370,YORKSHIRE TERRACE DR,C,Match,0/0
2275,MUIRWOOD DR,,Match,0/1
5652,HIBERNIA DR,A,Match,0/1
5456,E LIVINGSTON AVE,,Match,406/920
5796,HIBERNIA DR,B,Match,0/1
2510,KIMBERLY PKWY E,UNIT 101,Match,0/0
2510,KIMBERLY PKWY E,104,Match,0/0
3319,SUFFIELD,,Match,0/0
1740,LONSDALE PL E,UNIT D,Match,0/0
3314,SUFFIELD,,Match,0/0
1530,CABORA LN,,Match,0/0
5620,TINLEY PARK,,Match,0/0
2817,CITIZENS PL,D,Match,0/1
1832,S HAMILTON RD,,Match,242/753
2774,CITIZENS PL,F,Match,0/1
2836,WYMAN CT,C,Match,0/0
2784,MARWOOD CT,B,Match,0/1
4530,LAKE SIDE N,J,Match,0/0
2510,PARK CRESCENT,,Match,0/0
5675,BAIRSFORD CIR N,10,Match,0/0
2791,NEWCASTLE CT,C,Match,0/0
4570,LAKE SIDE N,I,Match,0/0
4605,REFUGEE RD,1C,Match,119/267
4621,REFUGEE RD,3B,Match,119/267
4621,REFUGEE RD,3D,Match,119/267
2797,TENNYSON BLVD,A,Match,0/0
2810,TENNYSON BLVD,A,Match,0/0
2814,TENNYSON BLVD,A,Match,0/0
662,CHANTRY DR,,No_Match,0/16
514,CHANTRY DR,,No_Match,0/16
2572,SILVER OAK DR,,Match,0/1
558,LITTLE BROOK WAY,,No_Match,30/31
370,LITTLE BROOK WAY,,No_Match,30/31
5657,MAPLE TREE LN,,Match,0/0
2853,CITIZENS PL,D,Match,0/1
2234,S HAMILTON RD,100,Match,242/753
2787,MARWOOD CT,,Match,0/1
2747,TENNYSON BLVD,B,Match,0/0
2782,MARWOOD CT,,Match,0/1
2730,TENNYSON BLVD,B,Match,0/0
610,CHANTRY DR,,No_Match,0/16
166,CHANTRY DR,,No_Match,0/16
418,CHANTRY DR,,No_Match,0/16
472,CHANTRY DR,,No_Match,0/16
5589,CHANTRY DR,,Match,0/16
588,LITTLE BROOK WAY,,No_Match,30/31
542,LITTLE BROOK WAY,,No_Match,30/31
240,LITTLE BROOK WAY,,No_Match,30/31
134,LITTLE BROOK WAY,,No_Match,30/31
3170,WEBSTER DR,,Match,0/0
4536,LAKE SIDE S,D,Match,0/0
2820,WYMAN CT,D,Match,0/0
2765,TENNYSON BLVD,C,Match,0/0
4556,LAKE SIDE N,,Match,0/0
4619,REFUGEE RD,2B,Match,119/267
4615,HEBRIDES DR,D,Match,0/0
2841,ROCKFORD LN,,Match,0/0
2814,TENNYSON BLVD,D,Match,0/0
5741,CHANTRY DR,,Match,0/16
5674,GREENPINE ST,,Match,0/0
5719,SPRUCE TREE DR,,Match,0/0
5731,SPRUCE TREE DR,,Match,0/0
2503,EASTERN PINE RD,,Match,0/0
1281,MCNAUGHTEN RD,UNIT C,Match,80/137
4686,FENIMORE CT,A,Match,0/0
4650,HILTON CORPORATE DR,216,Match,0/3
6285,MCNAUGHTEN CT,,Match,0/1
6233,MCNAUGHTEN CT,,Match,0/1
2785,GROSSE POINT,,Match,0/0
3286,TRADAN DR,,Match,0/1
2808,GROSSE POINT,,Match,0/0
3180,ELIM MANOR CT,213,Match,0/1
2089,LAKE CLUB TER,A,Match,0/0
5989,LAKE CLUB SQ,,Match,0/1
6069,LAKE CLUB PL,,Match,0/0
2081,PINE GROVE LN,,Match,0/1
5034,COVENTRY DR,C,Match,0/0
5040,COVENTRY DR,C,Match,0/0
2166,RIVERDALE SQ W,,Match,0/0
3466,COURTRIGHT LN,C,Match,0/0
3480,COURTRIGHT LN,,Match,0/0
2564,SPRINGWAY CT,,Match,0/0
2484,BENIE CT,,Match,0/0
5321,YORKSHIRE TERRACE DR,D,Match,0/0
3717,CHARBERT CT,,Match,0/0
2500,BENIE CT,,Match,0/0
5418,YORK LN S,,Match,0/0
5621,HIBERNIA DR,A,Match,0/1
5588,HIBERNIA DR,B,Match,0/1
2410,CANAL BAY WAY,,Match,0/1
3967,PENNIMAN ST,,No_Match,0/1
5440,LONSDALE PL N,UNIT C,Match,0/0
3998,KIMBERLY PKWY N,,Match,0/0
5762,HIBERNIA DR,C,Match,0/1
5788,HIBERNIA DR,B,Match,0/1
5542,DUNFIELD LN,3,Match,0/1
2108,MUIRWOOD DR,,Match,0/1
2510,KIMBERLY PKWY E,110,Match,0/0
2510,KIMBERLY PKWY E,209,Match,0/0
4233,DONLYN CT,,Match,0/0
4287,DONLYN CT,,Match,0/0
4259,EASTLAND SQUARE DR,,Match,0/1
4319,DONLYN CT,,Match,0/0
4280,EASTLAND SQUARE DR,,Match,0/1
5593,AUTUMN CHASE DR,B,Match,0/1
2339,HAMILTON RD,,Match,242/753
3156,S HAMILTON RD,,Match,242/753
5842,HALLRIDGE CIR,C,Match,0/0
3181,WABASH CT S,,Match,0/0
4988,OLDE COVENTRY RD W,,Match,0/0
1849,COVENTRY LN,,Match,0/0
1962,LAKE CLUB DR,,Match,1/11
2494,FOREST GREEN CT,,Match,0/0
5099,CEDAR DR,E,Match,15/24
3473,COURTRIGHT LN,B,Match,0/0
5141,CEDAR DR,F,Match,15/24
3548,ARIEL DR,,Match,0/0
3754,BUCKMAN ST,,Match,0/0
3716,NOAM CT,,Match,0/0
2309,PETZINGER CT,,Match,0/0
3796,BUCKMAN ST,,Match,0/0
2225,COURTSIDE DR,D,Match,0/2
2377,CANAL BAY WAY,,Match,0/1
2402,CANAL BAY WAY,,Match,0/1
5415,YORKSHIRE TERRACE DR,4C,Match,0/0
5415,YORKSHIRE TERRACE DR,2B,Match,0/0
5617,HIBERNIA DR,C,Match,0/1
2250,SUNSHINE PL,,Match,0/1
5459,E LIVINGSTON AVE,UNIT A,Match,406/920
1553,APPLETON CT,,Match,0/0
2433,KIMBERLY PKWY N,,Tie,0/0
5438,CHATFORD SQ,,Match,0/1
2739,EASTLAND MALL,,Match,0/1
4251,DONLYN CT,,Match,0/0
4295,DONLYN CT,,Match,0/0
4307,DONLYN CT,,Match,0/0
4351,DONLYN CT,,Match,0/0
3385,SUFFIELD,,Match,0/0
5599,CHATTERTON RD,,Match,0/12
4299,KIMBERLY PKWY,,Match,0/1
5555,AUTUMN CHASE DR,,Match,0/1
5753,HALLRIDGE CIR,,Match,0/0
2845,CITIZENS PL,A,Match,0/1
2244,S HAMILTON RD,103,Match,242/753
2743,TENNYSON BLVD,A,Match,0/0
3029,ROTUNDA CT S,,Match,0/0
2783,MARWOOD CT,,Match,0/1
4499,LAKE SIDE S,B,Match,0/0
4501,LAKE SIDE S,B,Match,0/0
4597,REFUGEE RD,3E,Match,119/267
2784,MARWOOD CT,C,Match,0/1
2774,TENNYSON BLVD,,Match,0/0
4605,REFUGEE RD,3A,Match,119/267
5667,E LIVINGSTON AVE,,Match,406/920
5838,HALLRIDGE CIR,C,Match,0/0
3047,ROTUNDA CT S,,Match,0/0
2881,TENNYSON BLVD,105,Match,0/0
2810,TENNYSON BLVD,D,Match,0/0
4657,REFUGEE RD,2F,Match,119/267
4663,REFUGEE RD,1B,Match,119/267
4647,COLERIDGE CT,,Match,0/0
4680,FENIMORE CT,D,Match,0/0
504,CHANTRY DR,,No_Match,0/16
124,CHANTRY DR,,No_Match,0/16
2569,SILVER OAK DR,,Match,0/1
4690,HILTON CORPORATE DR,,Match,0/3
4761,HILTON CORPORATE DR,,Match,0/3
1777,CHANNINGWAY CT E,,Match,0/0
3273,CALVEYLEE LN,,Match,0/0
3148,ROTUNDA CT N,,Match,0/0
2813,GROSSE POINT,,Match,0/0
6701,MCNAUGHTEN CT,,No_Match,0/1
6118,MCNAUGHTEN CENTER,,Match,0/0
6124,MCNAUGHTEN CENTER,,Match,0/0
2865,CITIZENS PL,A,Match,0/1
2448,SHORE BLVD W,,Match,0/0
4575,MANDEVILLE CT,C,Match,0/0
4570,ISINGTON CT,211,Match,0/0
2870,WOOLWICH CT,210,Match,0/0
2740,TENNYSON BLVD,A,Match,0/0
3155,WEBSTER DR,,Match,0/0
3190,WEBSTER DR,,Match,0/0
4609,REFUGEE RD,1J,Match,119/267
4611,REFUGEE RD,2A,Match,119/267
2881,TENNYSON BLVD,101,Match,0/0
4632,CHANNING TER,D,Match,0/0
298,CHANTRY DR,,No_Match,0/16
252,CHANTRY DR,,No_Match,0/16
522,CHANTRY DR,,No_Match,0/16
486,CHANTRY DR,,No_Match,0/16
108,LITTLE BROOK WAY,,No_Match,30/31
388,LITTLE BROOK WAY,,No_Match,30/31
266,LITTLE BROOK WAY,,No_Match,30/31
446,LITTLE BROOK WAY,,No_Match,30/31
2809,BERWICK SQ,,Match,0/1
2804,BERWICK SQ,,Match,0/1
3189,WEBSTER DR,,Match,0/0
2766,GROSSE POINT,,Match,0/0
5672,GREENPINE ST,,Match,0/0
2499,EASTERN PINE RD,,Match,0/0
5753,SPRUCE TREE DR,,Match,0/0
5809,MAPLE TREE LN,,Match,0/0
3360,TRADAN DR,,Match,0/1
6109,MCNAUGHTEN CENTER,,Match,0/0
6499,MCNAUGHTEN CT,,No_Match,0/1
6575,MCNAUGHTEN CT,,No_Match,0/1
6509,MCNAUGHTEN CT,,No_Match,0/1
6175,MCNAUGHTEN CT,,Match,0/1
4948,OLDE COVENTRY RD W,,Match,0/0
2113,PINE GROVE LN,,Match,0/1
2105,PINE GROVE LN,,Match,0/1
5981,LAKE CLUB SQ,G,Match,0/1
4978,OLDE COVENTRY RD W,,Match,0/0
1889,COVENTRY CT,,Match,2/2
5994,LAKE CLUB SQ,,Match,0/1
3479,COURTRIGHT LN,,Match,0/0
5165,CEDAR DR,E,Match,15/24
2170,RIVERDALE SQ E,,Match,0/0
3643,RIVERDALE SQ,,Match,0/0
3740,KNIGHTSWAY LN,,Match,0/2
3703,REFUGEE RD,,Match,119/267
3724,DAWN CT,,Match,0/0
1623,COPPERTREE RD,,Match,2/2
2265,PETZINGER CT,,Match,0/0
3856,BUCKMAN ST,,Match,0/0
3697,MENDON PL,,Match,0/0
3712,SOFT WIND DR,,Match,0/0
5603,HIBERNIA DR,,Match,0/1
5564,HIBERNIA DR,B,Match,0/1
3959,MAUMEE BAY WAY,,Match,0/0
2230,SUNSHINE PL,,Match,0/1
5419,LONSDALE PL S,UNIT A,Match,0/0
5645,HIBERNIA DR,B,Match,0/1
5784,HIBERNIA DR,C,Match,0/1
3262,WINTER LANE PARK,,Match,0/0
5469,CHATFORD SQ,,Match,0/1
2370,MERCEDES LN,,Match,0/0
2510,KIMBERLY PKWY E,UNIT 110,Match,0/0
4283,DONLYN CT,,Match,0/0
4253,EASTLAND SQUARE DR,,Match,0/1
5532,E LIVINGSTON AVE,,Match,406/920
5522,DUNFIELD LN,3,Match,0/1
5542,DUNFIELD LN,,Match,0/1
2759,WINCHESTER PIKE,,Match,4/13
2708,EASTLAND MALL,UNIT A,Match,0/1
4321,DONLYN CT,,Match,0/0
4331,DONLYN CT,,Match,0/0
3651,S HAMILTON RD,CATV,Match,242/753
5510,CHATFORD SQ,,Match,0/1
5567,AUTUMN CHASE DR,B,Match,0/1
5752,HALLRIDGE CIR,,Match,0/0
2562,S HAMILTON RD,,Match,242/753
5765,HALLRIDGE CIR,,Match,0/0
4603,REFUGEE RD,1A,Match,119/267
4593,REFUGEE RD,2J,Match,119/267
4611,WORDSWORTH CT,C,Match,0/0
4616,CHANNING TER,A,Match,0/0
2471,SHORE BLVD E,C,Match,0/0
4659,REFUGEE RD,2C,Match,119/267
4615,HEBRIDES DR,A,Match,0/0
4650,HILTON CORPORATE DR,202,Match,0/3
5675,BAIRSFORD CIR N,6,Match,0/0
5801,E LIVINGSTON AVE,,Match,406/920
134,CHANTRY DR,,No_Match,0/16
182,CHANTRY DR,,No_Match,0/16
54,CHANTRY DR,,No_Match,0/16
104,CHANTRY DR,,No_Match,0/16
2657,SILVER OAK DR,,Match,0/1
6803,MCNAUGHTEN CT,,No_Match,0/1
6135,ZACHARY WOODS LN,,Match,0/24
2124,PINE GROVE LN,,Match,0/1
2048,SEPICH LN,,Match,0/1
1862,COVENTRY LN,B,Match,0/0
6016,LAKE CLUB CT,,Match,0/1
6051,LAKE CLUB PL,,Match,0/0
5097,CEDAR DR,K,Match,15/24
5095,CEDAR DR,C,Match,15/24
5141,CEDAR DR,D,Match,15/24
1639,COPPERTREE RD,,Match,2/2
2392,MALKA CT,,Match,0/0
3577,ARIEL DR,,Match,0/0
3717,KIMBERLY WEST DR,UNIT 2,Tie,0/0
3744,NOAM CT,,Match,0/0
3686,KIDRON CT,,Match,0/0
5339,YORKSHIRE VILLAGE LN,,Match,0/0
3827,RIVERCREEK BAY WAY,,Match,0/0
3668,SOFT WIND DR,,No_Match,0/0
5564,HIBERNIA DR,A,Match,0/1
5596,HIBERNIA DR,,Match,0/1
5660,HIBERNIA DR,B,Match,0/1
3981,BOSTON COMMON PL,,No_Match,0/27
3928,RIVERCREEK BAY WAY,,Match,0/0
3961,KIMBERLY PKWY N,,Match,0/0
1576,ALLENFORD CT,,Match,0/0
5700,HIBERNIA DR,C,Match,0/1
2194,SUNSHINE PL,,Match,0/1
5511,CHATTERTON RD,,Match,0/12
5471,CHATFORD SQ,,Match,0/1
5521,CANTARA PL,5,Match,0/0
5539,CANTARA PL,,Match,0/0
4219,DONLYN CT,,Match,0/0
2533,FRANKSWAY ST,,Match,0/1
3415,SUFFIELD,,Match,0/0
5624,TINLEY PARK,,Match,0/0
4489,REFUGEE RD,,Match,119/267
2246,S HAMILTON RD,101,Match,242/753
2242,S HAMILTON RD,101,Match,242/753
2859,CITIZENS PL,E,Match,0/1
2730,TENNYSON BLVD,D,Match,0/0
4505,LAKE SIDE N,F,Match,0/0
4603,REFUGEE RD,3C,Match,119/267
4564,MANDEVILLE CT,B,Match,0/0
4539,LAKE SIDE S,,Match,0/0
2431,SHORE BLVD E,L,Match,0/0
3750,KIMBERLY PKWY,,Tie,0/1
2399,HUDSON BAY WAY,,Match,0/0
2209,SOFT WIND CT,,Match,0/0
3948,RIVERCREEK BAY WAY,,Match,0/0
3930,LAUREL LN,,Match,2/2
5370,YORKSHIRE TERRACE DR,E,Match,0/0
5577,HIBERNIA DR,A,Match,0/1
5410,YORKSHIRE TERRACE DR,E,Match,0/0
5660,HIBERNIA DR,A,Match,0/1
2173,MUIRWOOD DR,,Match,0/1
2239,SEVILLE AVE,,Match,0/1
4119,ALVADA ST,,Match,0/0
5774,HIBERNIA DR,C,Match,0/1
3202,WINTER LANE PARK,,Match,0/0
3204,WINTER LANE PARK,,Match,0/0
4349,DONLYN CT,,Match,0/0
2715,EASTLAND MALL,,Match,0/1
1778,LONSDALE PL E,UNIT C,Match,0/0
1740,LONSDALE PL E,UNIT B,Match,0/0
5542,DUNFIELD LN,4,Match,0/1
1560,APPLETON CT,,Match,0/0
4299,EASTLAND SQUARE DR,,Match,0/1
4322 1/2,GROVES RD,CATV,Match,4/54
2569,S HAMILTON RD,,Match,242/753
3381,SUFFIELD,,Match,0/0
2847,CITIZENS PL,C,Match,0/1
2234,S HAMILTON RD,101,Match,242/753
2817,WYMAN CT,C,Match,0/0
4535,LAKE SIDE S,I,Match,0/0
4515,LAKE SIDE N,F,Match,0/0
2806,BERWICK SQ,,Match,0/1
2780,TENNYSON BLVD,,Match,0/0
4535,LAKE SIDE S,L,Match,0/0
4616,HEBRIDES DR,D,Match,0/0
4600,MONMOUTH CT,,Match,0/0
74,CHANTRY DR,,No_Match,0/16
214,CHANTRY DR,,No_Match,0/16
682,CHANTRY DR,,No_Match,0/16
644,CHANTRY DR,,No_Match,0/16
184,CHANTRY DR,,No_Match,0/16
2533,SILVER OAK DR,,Match,0/1
1807,CHANNINGWAY CT W,,Match,0/0
1785,CHANNINGWAY CT W,,Match,0/0
126,LITTLE BROOK WAY,,No_Match,30/31
206,LITTLE BROOK WAY,,No_Match,30/31
574,LITTLE BROOK WAY,,No_Match,30/31
4657,REFUGEE RD,1G,Match,119/267
4672,FENIMORE CT,C,Match,0/0
2874,MERRYMOUNT CT,A,Match,0/0
4650,HILTON CORPORATE DR,108,Match,0/3
5717,SPRUCE TREE DR,,Match,0/0
3682,FARTHING LN,,Match,0/2
3180,ELIM MANOR CT,106,Match,0/1
3183,EASTHAVEN DR S,,Match,0/0
3279,CALVEYLEE LN,,Match,0/0
5791,MAPLE TREE LN,,Match,0/0
6415,MCNAUGHTEN CT,,No_Match,0/1
6713,MCNAUGHTEN CT,,No_Match,0/1
6711,MCNAUGHTEN CT,,No_Match,0/1
6503,MCNAUGHTEN CT,,No_Match,0/1
4795,ROLLINGBROOK LN,A,Tie,0/0
2031,LAKE CLUB TER,,Match,0/0
6002,LAKE CLUB SQ,,Match,0/1
6002,LAKE CLUB CT,A,Match,0/1
3467,COURTRIGHT LN,,Match,0/0
2140,RIVERDALE SQ W,,Match,0/0
4972,COVENTRY CT S,,Match,0/0
4984,OLDE COVENTRY RD W,,Match,0/0
2390,MALKA CT,,Match,0/0
3546,ARIEL DR,,Match,0/0
2574,SPRINGWAY CT,,Match,0/0
3593,ARIEL DR,,Match,0/0
3819,BUCKMAN ST,,Match,0/0
3703,KIMBERLY PKWY N,,Match,0/0
3867,BUCKMAN ST,,Match,0/0
3770,REFUGEE RD,,Match,119/267
2769,BERWICK SQ,,Match,0/1
3124,S HAMILTON RD,,Match,242/753
2843,CITIZENS PL,A,Match,0/1
5774,KARENWAY DR,,Match,0/14
3231,ELIM MANOR CT,,Match,0/1
3180,ELIM MANOR CT,111,Match,0/1
3180,ELIM MANOR CT,103,Match,0/1
4810,REFUGEE RD,C,Match,119/267
4994,OLDE COVENTRY RD W,,Match,0/0
1845,COVENTRY LN,,Match,0/0
2748,CITIZENS PL,D,Match,0/1
2834,WYMAN CT,B,Match,0/0
2832,WYMAN CT,D,Match,0/0
2722,TENNYSON BLVD,D,Match,0/0
4603,REFUGEE RD,3D,Match,119/267
4586,ISINGTON CT,206,Match,0/0
4587,MONMOUTH CT,,Match,0/0
4552,LAKE SIDE N,,Match,0/0
4619,REFUGEE RD,2C,Match,119/267
5675,BAIRSFORD CIR N,7,Match,0/0
642,CHANTRY DR,,No_Match,0/16
250,CHANTRY DR,,No_Match,0/16
1791,CHANNINGWAY CT W,,Match,0/0
1797,CHANNINGWAY CT W,,Match,0/0
3179,EASTHAVEN DR S,,Match,0/0
2884,SHILLING DR,,Match,0/0
1932,OLDE COVENTRY RD E,,Match,0/0
5056,COVENTRY CT N,D,Match,0/0
5099,CEDAR DR,,Match,15/24
4635,WORDSWORTH CT,C,Match,0/0
4661,REFUGEE RD,2D,Match,119/267
4619,REFUGEE RD,2H,Match,119/267
4639,COLERIDGE CT,D,Match,0/0
4629,COLERIDGE CT,,Match,0/0
2826,TENNYSON BLVD,C,Match,0/0
4646,HEBRIDES DR,B,Match,0/0
4682,FENIMORE CT,B,Match,0/0
62,LITTLE BROOK WAY,,No_Match,30/31
372,LITTLE BROOK WAY,,No_Match,30/31
570,LITTLE BROOK WAY,,No_Match,30/31
