address,number,street,unit,city,state,zip,latitude,longitude,parcel_id,land_use_code,land_use_type,verification,homestead,year_built,bedrooms,bathrooms,appraised_value,annual_tax,sale_price,sale_date,census_match,census_matched_address
"1325 ORCHARD PARK DR, Columbus, OH, 43232",1325,ORCHARD PARK DR,,Columbus,OH,43232,39.9513679,-82.8425291,010-272118,551,APARTMENT,auditor_parcel,,1981,2,2,104400.00,1674.56,1150000,07/13/2022,Y,Exact
"1886 STETSON RD, Columbus, OH, 43232",1886,STETSON RD,,Columbus,OH,43232,39.9387754,-82.8506397,010-127735,510,SINGLE_FAMILY,auditor_parcel,,1961,3,1,107900.00,1730.92,128000,08/27/2024,Y,Exact
"5609 TEMPLAR ST, Columbus, OH, 43232",5609,TEMPLAR ST,,Columbus,OH,43232,39.9139001,-82.8450638,010-259314,510,SINGLE_FAMILY,auditor_parcel,,2003,4,2,242100.00,3803.06,139500,10/12/2016,Y,Exact
"1877 ORLANDO RD, Columbus, OH, 43232",1877,ORLANDO RD,,Columbus,OH,43232,39.9388599,-82.8554046,010-127643,510,SINGLE_FAMILY,auditor_parcel,,1961,3,1,137100.00,2199.28,58000,06/01/1993,Y,Exact
"3054 STONEBLUFF DR, Columbus, OH, 43232",3054,STONEBLUFF DR,,Columbus,OH,43232,39.9111337,-82.9028393,530-229922,510,SINGLE_FAMILY,auditor_parcel,,1994,3,2,206400.00,3063.12,250000,12/14/2023,Y,Exact
"3323 MERIDIAN RD, Columbus, OH, 43232",3323,MERIDIAN RD,,Columbus,OH,43232,39.9259589,-82.9041304,010-149554,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,151500.00,2379.96,151500,06/26/2025,Y,Exact
"5964 ROCK GLEN CT, Columbus, OH, 43232",5964,ROCK GLEN CT,,Columbus,OH,43232,39.9437257,-82.8398332,010-180589,520,TWO_FAMILY,auditor_parcel,,1981,4,3,233500.00,3706.74,120000,10/01/1996,Y,Exact
"5626 TEMPLAR ST, Columbus, OH, 43232",5626,TEMPLAR ST,,Columbus,OH,43232,39.9142165,-82.8446495,010-259287,510,SINGLE_FAMILY,auditor_parcel,,2004,3,2,253400.00,3980.82,102000,11/13/2012,Y,Exact
"2081 GAYLORD PL, Columbus, OH, 43232",2081,GAYLORD PL,,Columbus,OH,43232,39.9289239,-82.9080415,010-138386,510,SINGLE_FAMILY,auditor_parcel,Y,1969,3,1,141400.00,1781.72,0,05/24/1982,Y,Exact
"3436 CARDSTON PL, Columbus, OH, 43232",3436,CARDSTON PL,,Columbus,OH,43232,39.925462,-82.9009435,010-149639,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,172700.00,2770.3,0,04/20/2021,Y,Exact
"5188 LINDORA DR, Columbus, OH, 43232",5188,LINDORA DR,,Columbus,OH,43232,39.9232759,-82.8525261,010-136118,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,169700.00,2722.18,185000,09/29/2022,Y,Exact
"3515 RIEGEL RD, Columbus, OH, 43232",3515,RIEGEL RD,,Columbus,OH,43232,39.9216346,-82.9028301,010-170069,520,TWO_FAMILY,auditor_parcel,,1993,3,2,229600.00,3683.22,300000,04/17/2025,Y,Exact
"5011 REFUGEE RD, Columbus, OH, 43232",5011,REFUGEE RD,,Columbus,OH,43232,39.9212636,-82.8570546,530-123472,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,185300.00,2750.2,190000,05/12/2023,Y,Exact
"5111 HOLBROOK DR, Columbus, OH, 43232",5111,HOLBROOK DR,,Columbus,OH,43232,39.9220838,-82.8545488,010-136277,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,173500.00,2725.52,103000,03/30/2018,Y,Exact
"1901 BIRKDALE DR, Columbus, OH, 43232",1901,BIRKDALE DR,,Columbus,OH,43232,39.9405269,-82.8431949,010-139418,510,SINGLE_FAMILY,auditor_parcel,,1969,4,2,211700.00,3325.56,136000,04/23/2010,Y,Exact
"4803 CARBONDALE DR, Columbus, OH, 43232",4803,CARBONDALE DR,,Columbus,OH,43232,39.9240164,-82.8635294,010-133263,510,SINGLE_FAMILY,auditor_parcel,,1963,5,1,252500.00,3966.46,52000,08/03/1983,Y,Exact
"5247 KORNWAL DR, Columbus, OH, 43232",5247,KORNWAL DR,,Columbus,OH,43232,39.9370595,-82.8534554,010-127749,510,SINGLE_FAMILY,auditor_parcel,,1961,4,1,194000.00,3047.78,135000,04/16/2019,Y,Exact
"3422 BRIDGEMORE DR, Columbus, OH, 43232",3422,BRIDGEMORE DR,,Columbus,OH,43232,39.9273236,-82.9016352,010-149587,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,165400.00,2598.08,0,08/07/2002,Y,Exact
"4903 KRESGE DR, Columbus, OH, 43232",4903,KRESGE DR,,Columbus,OH,43232,39.9232218,-82.8603663,010-133126,510,SINGLE_FAMILY,auditor_parcel,Y,1964,3,1,180700.00,2398.82,93000,11/14/2001,Y,Exact
"4939 MAJESTIC DR E, Columbus, OH, 43232",4939,MAJESTIC DR E,,Columbus,OH,43232,39.930125,-82.8608008,010-133347,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,144500.00,2270,118500,06/06/2019,Y,Exact
"5378 ADDERLEY AVE, Columbus, OH, 43232",5378,ADDERLEY AVE,,Columbus,OH,43232,39.9193964,-82.8462458,010-169428,510,SINGLE_FAMILY,auditor_parcel,,1978,3,1,149400.00,2396.34,0,02/16/2018,Y,Exact
"3115 EASTHAVEN DR S, Columbus, OH, 43232",3115,EASTHAVEN DR S,,Columbus,OH,43232,39.9245851,-82.9095925,010-162939,550,APARTMENT_4PLUS,auditor_parcel,,1973,2,1,62600.00,983.32,34500,10/27/1995,Y,Exact
"5117 LINDORA DR, Columbus, OH, 43232",5117,LINDORA DR,,Columbus,OH,43232,39.92288,-82.8545421,010-136224,510,SINGLE_FAMILY,auditor_parcel,Y,1964,3,1,160000.00,2073.88,0,12/22/1971,Y,Exact
"2676 MELLOWBROOK ST, Columbus, OH, 43232",2676,MELLOWBROOK ST,,Columbus,OH,43232,39.9244302,-82.8465419,010-162669,510,SINGLE_FAMILY,auditor_parcel,,1974,3,1,189500.00,3039.78,88500,08/27/2014,Y,Exact
"5414 MONTAINE AVE, Columbus, OH, 43232",5414,MONTAINE AVE,,Columbus,OH,43232,39.9156517,-82.8437259,010-233940,510,SINGLE_FAMILY,auditor_parcel,,1997,4,2,234600.00,3685.5,125900,01/03/2018,Y,Exact
"3776 IDES CT, Columbus, OH, 43232",3776,IDES CT,,Columbus,OH,43232,39.926216,-82.892294,010-182243,510,SINGLE_FAMILY,auditor_parcel,,1980,3,1,147500.00,2317.14,85000,02/25/1999,Y,Exact
"2953 ARROWHEAD CT, Columbus, OH, 43232",2953,ARROWHEAD CT,,Columbus,OH,43232,39.9276384,-82.9146672,010-137281,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,178100.00,2797.8,0,06/11/1992,Y,Exact
"3491 WESTPOINT DR, Columbus, OH, 43232",3491,WESTPOINT DR,,Columbus,OH,43232,39.9185805,-82.903229,010-170085,520,TWO_FAMILY,auditor_parcel,,1985,6,2,231700.00,3716.66,0,10/19/2023,Y,Exact
"5096 JAMESON DR, Columbus, OH, 43232",5096,JAMESON DR,,Columbus,OH,43232,39.9289499,-82.8562454,010-135971,510,SINGLE_FAMILY,auditor_parcel,,1966,3,1,165800.00,2659.86,50900,07/16/2008,Y,Exact
"2591 HUBBELL RD, Columbus, OH, 43232",2591,HUBBELL RD,,Columbus,OH,43232,39.9255999,-82.852923,010-136149,510,SINGLE_FAMILY,auditor_parcel,Y,1967,3,1,179000.00,2372.34,0,01/31/1977,Y,Exact
"2286 TEMPEST DR, Columbus, OH, 43232",2286,TEMPEST DR,,Columbus,OH,43232,39.9263768,-82.8926373,010-172955,510,SINGLE_FAMILY,auditor_parcel,,1980,3,1,138600.00,2177.1,0,03/05/2010,Y,Exact
"2908 AMBER CT, Columbus, OH, 43232",2908,AMBER CT,,Columbus,OH,43232,39.9262878,-82.915282,010-138280,510,SINGLE_FAMILY,auditor_parcel,Y,1966,3,1,177500.00,1908.72,93375,01/26/2000,Y,Exact
"5206 HACKET DR, Columbus, OH, 43232",5206,HACKET DR,,Columbus,OH,43232,39.9285231,-82.8530697,010-136030,510,SINGLE_FAMILY,auditor_parcel,,1967,3,1,188600.00,3025.56,110985,05/20/2022,Y,Exact
"2846 HAMPTON RD S, Columbus, OH, 43232",2846,HAMPTON RD S,,Columbus,OH,43232,39.9133103,-82.9116253,530-148759,510,SINGLE_FAMILY,auditor_parcel,,1959,3,2,169600.00,2517,220000,12/24/2024,Y,Exact
"5045 BRINWOOD PL, Columbus, OH, 43232",5045,BRINWOOD PL,,Columbus,OH,43232,39.9395667,-82.8594988,010-127362,510,SINGLE_FAMILY,auditor_parcel,,1958,3,2,150200.00,2359.3,0,07/24/2018,Y,Exact
"2796 RAPHAEL DR, Columbus, OH, 43232",2796,RAPHAEL DR,,Columbus,OH,43232,39.9217458,-82.8446873,010-226770,510,SINGLE_FAMILY,auditor_parcel,,1997,3,2,199500.00,3133.94,151000,05/30/2019,Y,Exact
"1834 FLEMING RD, Columbus, OH, 43232",1834,FLEMING RD,,Columbus,OH,43232,39.9398876,-82.8523607,010-127822,510,SINGLE_FAMILY,auditor_parcel,,1961,3,1,75600.00,1213.08,44100,05/02/2017,Y,Exact
"5266 KORNWAL DR, Columbus, OH, 43232",5266,KORNWAL DR,,Columbus,OH,43232,39.9376042,-82.8530517,010-127764,510,SINGLE_FAMILY,auditor_parcel,Y,1961,3,1,149900.00,1915,0,05/15/2001,Y,Exact
"6048 LEAFRIDGE LN, Columbus, OH, 43232",6048,LEAFRIDGE LN,,Columbus,OH,43232,39.9209039,-82.8366661,010-231900,510,SINGLE_FAMILY,auditor_parcel,Y,1996,4,2,281600.00,3983.94,0,10/27/2017,Y,Exact
"3138 GALLANT DR, Columbus, OH, 43232",3138,GALLANT DR,,Columbus,OH,43232,39.9162075,-82.8412714,010-259239,510,SINGLE_FAMILY,auditor_parcel,,2003,3,2,228300.00,3586.32,0,11/17/2009,Y,Exact
"3338 PETZINGER RD, Columbus, OH, 43232",3338,PETZINGER RD,,Columbus,OH,43232,39.9287429,-82.9041644,010-118472,511,SINGLE_FAMILY,auditor_parcel,,1950,3,1,177400.00,2787,120000,12/29/2021,Y,Exact
"2029 BAIRSFORD DR 2A, Columbus, OH, 43232",2029,BAIRSFORD DR,2A,Columbus,OH,43232,39.9363121,-82.8465072,010-144795,520,TWO_FAMILY,auditor_parcel,,1969,6,2,239400.00,3800.62,0,05/11/2022,Y,Non_Exact
"2682 MAYWOOD RD, Columbus, OH, 43232",2682,MAYWOOD RD,,Columbus,OH,43232,39.9225804,-82.8582736,010-133243,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,172300.00,2763.9,85000,10/24/2017,Y,Exact
"1808 LONSDALE RD, Columbus, OH, 43232",1808,LONSDALE RD,,Columbus,OH,43232,39.9404712,-82.8509015,010-127856,510,SINGLE_FAMILY,auditor_parcel,,1960,3,1,129300.00,2074.18,211500,03/11/2025,Y,Exact
"5375 ADDERLEY AVE, Columbus, OH, 43232",5375,ADDERLEY AVE,,Columbus,OH,43232,39.9189735,-82.8462794,010-169469,510,SINGLE_FAMILY,auditor_parcel,,1980,3,1,154900.00,2433.36,143000,11/12/2020,Y,Exact
"5179 LINDORA DR, Columbus, OH, 43232",5179,LINDORA DR,,Columbus,OH,43232,39.9227754,-82.8527945,010-136232,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,164800.00,2589.1,203000,06/12/2025,Y,Exact
"3191 GALLANT DR, Columbus, OH, 43232",3191,GALLANT DR,,Columbus,OH,43232,39.914961,-82.8419682,010-259260,510,SINGLE_FAMILY,auditor_parcel,,2003,2,2,160000.00,2513.26,131370,03/04/2003,Y,Exact
"5660 OAKMONT DR, Columbus, OH, 43232",5660,OAKMONT DR,,Columbus,OH,43232,39.9380721,-82.8424695,010-139458,510,SINGLE_FAMILY,auditor_parcel,Y,1965,3,2,216100.00,2954.86,131900,10/25/2000,Y,Exact
"3165 LEGION LN, Columbus, OH, 43232",3165,LEGION LN,,Columbus,OH,43232,39.9158002,-82.839857,010-253528,510,SINGLE_FAMILY,auditor_parcel,Y,2003,4,2,255600.00,3575.54,0,02/12/2010,Y,Exact
"3158 KINGS REALM AVE, Columbus, OH, 43232",3158,KINGS REALM AVE,,Columbus,OH,43232,39.9157392,-82.8403635,010-253554,510,SINGLE_FAMILY,auditor_parcel,,2001,3,2,214100.00,3434.36,0,09/30/2022,Y,Exact
"3056 EASTHAVEN DR S, Columbus, OH, 43232",3056,EASTHAVEN DR S,,Columbus,OH,43232,39.9251782,-82.9111928,010-138219,510,SINGLE_FAMILY,auditor_parcel,,1970,4,1,176700.00,2775.8,88500,07/15/2003,Y,Exact
"2509 NASSAU DR, Columbus, OH, 43232",2509,NASSAU DR,,Columbus,OH,43232,39.9214594,-82.8936862,010-162341,550,APARTMENT_4PLUS,auditor_parcel,,1972,2,1,63700.00,1000.82,40000,04/14/2023,Y,Exact
"3287 PAYDAY LN, Columbus, OH, 43232",3287,PAYDAY LN,,Columbus,OH,43232,39.9106222,-82.8452416,010-264957,510,SINGLE_FAMILY,auditor_parcel,,2003,4,2,256900.00,4035.56,0,12/26/2013,Y,Exact
"2464 NASSAU DR, Columbus, OH, 43232",2464,NASSAU DR,,Columbus,OH,43232,39.9225447,-82.8936604,010-155634,550,APARTMENT_4PLUS,auditor_parcel,,1972,2,1,75000.00,1178.08,80000,02/16/2023,Y,Exact
"4932 DOWNING DR, Columbus, OH, 43232",4932,DOWNING DR,,Columbus,OH,43232,39.9228459,-82.859423,010-133096,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,176900.00,2778.94,97900,11/20/2002,Y,Exact
"2187 NEW VILLAGE RD, Columbus, OH, 43232",2187,NEW VILLAGE RD,,Columbus,OH,43232,39.9272449,-82.9029683,010-149494,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,179900.00,2826.06,225000,10/24/2023,Y,Exact
"5614 OAKMONT DR, Columbus, OH, 43232",5614,OAKMONT DR,,Columbus,OH,43232,39.9378428,-82.843902,010-139453,510,SINGLE_FAMILY,auditor_parcel,,1965,4,2,195200.00,3131.44,408000,05/22/2019,Y,Exact
"2997 TRACER RD, Columbus, OH, 43232",2997,TRACER RD,,Columbus,OH,43232,39.9120523,-82.9039355,530-229958,510,SINGLE_FAMILY,auditor_parcel,,1996,3,1,216400.00,3211.52,141000,06/02/2006,Y,Exact
"5385 SHERRY CT, Columbus, OH, 43232",5385,SHERRY CT,,Columbus,OH,43232,39.9199369,-82.8461958,010-169391,510,SINGLE_FAMILY,auditor_parcel,,1976,3,1,169700.00,2722.18,72000,10/28/2015,Y,Exact
"5361 MENDON CT, Columbus, OH, 43232",5361,MENDON CT,,Columbus,OH,43232,39.9165957,-82.8461726,010-217374,510,SINGLE_FAMILY,auditor_parcel,,1994,3,2,212600.00,3410.52,275000,02/05/2024,Y,Exact
"5613 KNOLLWOOD DR, Columbus, OH, 43232",5613,KNOLLWOOD DR,,Columbus,OH,43232,39.9508684,-82.8468164,010-140564,510,SINGLE_FAMILY,auditor_parcel,,1966,4,2,246300.00,3869.06,166500,08/26/2002,Y,Exact
"2855 SCHWARTZ RD, Columbus, OH, 43232",2855,SCHWARTZ RD,,Columbus,OH,43232,39.9122972,-82.9108814,530-148750,510,SINGLE_FAMILY,auditor_parcel,,1958,3,1,183300.00,2720.52,120000,07/18/2019,Y,Exact
"3815 CHARBONNETT CT, Columbus, OH, 43232",3815,CHARBONNETT CT,,Columbus,OH,43232,39.9212222,-82.894808,010-161548,550,APARTMENT_4PLUS,auditor_parcel,,1972,2,1,75000.00,1202.98,23000,09/01/1979,Y,Exact
"3064 ROTUNDA CT N, Columbus, OH, 43232",3064,ROTUNDA CT N,,Columbus,OH,43232,39.9269055,-82.9113852,010-138187,520,TWO_FAMILY,auditor_parcel,,1964,5,2,203100.00,3224.14,294999,03/11/2025,Y,Exact
"2495 LIPTON RD, Columbus, OH, 43232",2495,LIPTON RD,,Columbus,OH,43232,39.9259076,-82.8627442,010-133187,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,181200.00,2846.7,86500,07/29/2016,Y,Exact
"2270 TEMPEST DR, Columbus, OH, 43232",2270,TEMPEST DR,,Columbus,OH,43232,39.9267036,-82.8926106,010-172957,510,SINGLE_FAMILY,auditor_parcel,,1978,4,2,155600.00,2444.14,73000,06/02/2016,Y,Exact
"3129 LEGION LN, Columbus, OH, 43232",3129,LEGION LN,,Columbus,OH,43232,39.9165606,-82.8397619,010-253523,510,SINGLE_FAMILY,auditor_parcel,,2001,3,2,216100.00,3394.68,113000,02/03/2017,Y,Exact
"2837 BARROWS RD, Columbus, OH, 43232",2837,BARROWS RD,,Columbus,OH,43232,39.9210023,-82.8432669,010-222143,510,SINGLE_FAMILY,auditor_parcel,,1993,3,2,210900.00,3383.02,53800,02/20/2014,Y,Exact
"2687 MELLOWBROOK ST, Columbus, OH, 43232",2687,MELLOWBROOK ST,,Columbus,OH,43232,39.924165,-82.8468267,010-162723,510,SINGLE_FAMILY,auditor_parcel,,1974,3,1,155300.00,2491.22,56500,11/23/2016,Y,Exact
"2958 FENWOOD DR, Columbus, OH, 43232",2958,FENWOOD DR,,Columbus,OH,43232,39.92005,-82.8386193,010-233560,510,SINGLE_FAMILY,auditor_parcel,,1996,3,1,173400.00,2724.2,101900,09/04/1996,Y,Exact
"3034 FALCON BRIDGE DR, Columbus, OH, 43232",3034,FALCON BRIDGE DR,,Columbus,OH,43232,39.9167817,-82.8474836,010-204859,510,SINGLE_FAMILY,auditor_parcel,,1986,3,2,194700.00,3058.52,98400,12/31/2013,Y,Exact
"4985 BOTSFORD DR, Columbus, OH, 43232",4985,BOTSFORD DR,,Columbus,OH,43232,39.928598,-82.859114,010-132900,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,183500.00,2882.6,73500,06/05/2013,Y,Exact
"4866 WARMINSTER DR, Columbus, OH, 43232",4866,WARMINSTER DR,,Columbus,OH,43232,39.9192336,-82.8628627,530-139759,510,SINGLE_FAMILY,auditor_parcel,,1969,4,1,153400.00,2330.28,215000,12/23/2024,Y,Exact
"2768 STAVELY CT, Columbus, OH, 43232",2768,STAVELY CT,,Columbus,OH,43232,39.9203808,-82.8611894,530-139864,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,196400.00,2915.14,78900,09/08/2011,Y,Exact
"2811 WINSFORD CT, Columbus, OH, 43232",2811,WINSFORD CT,,Columbus,OH,43232,39.9200108,-82.8573869,530-139891,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,165500.00,2457.22,70000,02/24/2016,Y,Exact
"3075 WESSEX CT, Columbus, OH, 43232",3075,WESSEX CT,,Columbus,OH,43232,39.9125421,-82.9138453,530-148828,510,SINGLE_FAMILY,auditor_parcel,,1960,3,1,186500.00,2768,133500,01/04/2019,Y,Exact
"4862 NIELES EDGE DR, Columbus, OH, 43232",4862,NIELES EDGE DR,,Columbus,OH,43232,39.9121653,-82.8657616,010-265781,510,SINGLE_FAMILY,auditor_parcel,,2003,3,1,198000.00,3110.16,135000,04/23/2020,Y,Exact
"2398 MILLERTON ST, Columbus, OH, 43232",2398,MILLERTON ST,,Columbus,OH,43232,39.9230233,-82.9004302,010-154825,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,130300.00,2046.96,114000,10/18/2022,Y,Exact
"2722 NATALIA DR, Columbus, OH, 43232",2722,NATALIA DR,,Columbus,OH,43232,39.9176779,-82.8881642,010-282626,510,SINGLE_FAMILY,auditor_parcel,,2011,4,2,249700.00,3922.46,243700,01/03/2023,Y,Exact
"3083 FALCON BRIDGE DR, Columbus, OH, 43232",3083,FALCON BRIDGE DR,,Columbus,OH,43232,39.915731,-82.8476546,010-204896,510,SINGLE_FAMILY,auditor_parcel,,1988,3,1,175500.00,2756.94,179900,10/11/2022,Y,Exact
"3463 PETZINGER RD, Columbus, OH, 43232",3463,PETZINGER RD,,Columbus,OH,43232,39.9274997,-82.9007092,010-149576,510,SINGLE_FAMILY,auditor_parcel,,1967,3,1,131800.00,2114.5,0,12/13/2022,Y,Exact
"4864 FOXCROFT CT, Columbus, OH, 43232",4864,FOXCROFT CT,,Columbus,OH,43232,39.9324934,-82.863588,010-161623,550,APARTMENT_4PLUS,auditor_parcel,Y,1973,3,1,89700.00,969.4,0,04/24/2024,Y,Exact
"3464 MARLIN DR, Columbus, OH, 43232",3464,MARLIN DR,,Columbus,OH,43232,39.9206685,-82.9042351,010-172644,510,SINGLE_FAMILY,auditor_parcel,Y,,0,0,231200.00,3191.84,0,02/03/2003,Y,Exact
"3273 PETZINGER RD, Columbus, OH, 43232",3273,PETZINGER RD,,Columbus,OH,43232,39.9287417,-82.905958,010-138426,510,SINGLE_FAMILY,auditor_parcel,,1971,3,1,134800.00,2117.42,90000,03/21/2019,Y,Exact
"2197 EASTHAVEN DR, Columbus, OH, 43232",2197,EASTHAVEN DR,,Columbus,OH,43232,39.9258167,-82.9149797,010-138288,510,SINGLE_FAMILY,auditor_parcel,,1969,3,2,164800.00,2589.1,108000,01/30/2018,Y,Exact
"5409 ADDERLEY AVE, Columbus, OH, 43232",5409,ADDERLEY AVE,,Columbus,OH,43232,39.9189463,-82.8452738,010-169464,510,SINGLE_FAMILY,auditor_parcel,,1982,3,1,173000.00,2717.46,0,12/03/2008,Y,Exact
"5239 KORNWAL DR, Columbus, OH, 43232",5239,KORNWAL DR,,Columbus,OH,43232,39.937056,-82.8536944,010-127750,510,SINGLE_FAMILY,auditor_parcel,,1961,3,1,167900.00,2637.56,109000,03/07/2006,Y,Exact
"2718 MELLOWBROOK ST, Columbus, OH, 43232",2718,MELLOWBROOK ST,,Columbus,OH,43232,39.9235795,-82.8461031,010-162680,510,SINGLE_FAMILY,auditor_parcel,,1972,3,1,168300.00,2699.72,223033,06/03/2019,Y,Exact
"5101 BOTSFORD DR, Columbus, OH, 43232",5101,BOTSFORD DR,,Columbus,OH,43232,39.9295036,-82.8565335,010-135996,510,SINGLE_FAMILY,auditor_parcel,,1966,4,1,193600.00,3041.46,243000,03/06/2024,Y,Exact
"2256 GLENBROOK DR, Columbus, OH, 43232",2256,GLENBROOK DR,,Columbus,OH,43232,39.9255844,-82.9057825,010-255365,510,SINGLE_FAMILY,auditor_parcel,,2002,3,2,210400.00,3305.38,190000,02/17/2021,Y,Exact
"1390 NOE-BIXBY RD, Columbus, OH, 43232",1390,NOE-BIXBY RD,,Columbus,OH,43232,39.9490901,-82.8521256,010-127273,510,SINGLE_FAMILY,auditor_parcel,,1968,4,2,283500.00,4453.38,290000,08/01/2022,Y,Exact
"1463 IDLEWILD DR, Columbus, OH, 43232",1463,IDLEWILD DR,,Columbus,OH,43232,39.9472309,-82.8326206,550-156094,510,SINGLE_FAMILY,auditor_parcel,,1948,3,1,106700.00,1521.44,129900,04/14/2022,Y,Exact
"5091 CHINGFORD RD, Columbus, OH, 43232",5091,CHINGFORD RD,,Columbus,OH,43232,39.9184668,-82.8568691,530-139806,510,SINGLE_FAMILY,auditor_parcel,Y,1965,3,1,193800.00,2461.02,97000,07/22/2003,Y,Exact
"3309 JOSHSTOCK DR, Columbus, OH, 43232",3309,JOSHSTOCK DR,,Columbus,OH,43232,39.9135597,-82.8382116,530-274017,550,APARTMENT_4PLUS,auditor_parcel,,2004,3,2,163800.00,2430.9,48000,09/21/2012,Y,Exact
"2269 CARDSTON CT, Columbus, OH, 43232",2269,CARDSTON CT,,Columbus,OH,43232,39.9256039,-82.9019997,010-149624,510,SINGLE_FAMILY,auditor_parcel,,1969,3,2,161100.00,2530.76,0,06/02/2005,Y,Exact
"2469 BURGANDY LN, Columbus, OH, 43232",2469,BURGANDY LN,,Columbus,OH,43232,39.9224427,-82.8929746,010-163762,550,APARTMENT_4PLUS,auditor_parcel,,1972,2,1,65000.00,1042.58,51000,11/12/2021,Y,Exact
"5362 BLEAKER AVE, Columbus, OH, 43232",5362,BLEAKER AVE,,Columbus,OH,43232,39.9186543,-82.8465309,010-169475,510,SINGLE_FAMILY,auditor_parcel,,1978,3,1,178300.00,2860.12,22607088,03/30/2018,Y,Exact
"5618 WORCESTER DR, Columbus, OH, 43232",5618,WORCESTER DR,,Columbus,OH,43232,39.9368478,-82.8433978,010-144783,510,SINGLE_FAMILY,auditor_parcel,,1966,4,3,247900.00,3894.18,212000,05/09/2019,Y,Non_Exact
"3696 HALLORAN CT, Columbus, OH, 43232",3696,HALLORAN CT,,Columbus,OH,43232,39.9108071,-82.899597,530-246818,510,SINGLE_FAMILY,auditor_parcel,,2000,3,2,253600.00,3763.6,110000,09/10/2009,Y,Exact
"5287 KORNWAL DR, Columbus, OH, 43232",5287,KORNWAL DR,,Columbus,OH,43232,39.9373593,-82.8523443,010-127744,510,SINGLE_FAMILY,auditor_parcel,Y,1961,3,1,116100.00,1384.08,0,12/18/2013,Y,Exact
"2998 FENWOOD DR, Columbus, OH, 43232",2998,FENWOOD DR,,Columbus,OH,43232,39.9193634,-82.8387479,010-233555,510,SINGLE_FAMILY,auditor_parcel,,1996,4,2,267600.00,4203.86,205000,01/04/2021,Y,Exact
"2589 LIPTON RD, Columbus, OH, 43232",2589,LIPTON RD,,Columbus,OH,43232,39.9237977,-82.8632466,010-133212,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,177700.00,2791.5,89000,10/12/2016,Y,Exact
"2706 MOUNDCREST ST, Columbus, OH, 43232",2706,MOUNDCREST ST,,Columbus,OH,43232,39.9237378,-82.8471404,010-162720,510,SINGLE_FAMILY,auditor_parcel,,1974,3,1,157900.00,2480.48,0,02/28/2025,Y,Exact
"5387 MENDON CT, Columbus, OH, 43232",5387,MENDON CT,,Columbus,OH,43232,39.9165681,-82.8454424,010-217370,510,SINGLE_FAMILY,auditor_parcel,,1994,3,1,206400.00,3242.54,121900,06/10/2002,Y,Exact
"5225 BAGLEY RD, Columbus, OH, 43232",5225,BAGLEY RD,,Columbus,OH,43232,39.942802,-82.8553963,010-130985,510,SINGLE_FAMILY,auditor_parcel,,1940,5,3,282300.00,4434.54,270000,01/27/2023,Y,Exact
"3116 EASTHAVEN DR S, Columbus, OH, 43232",3116,EASTHAVEN DR S,,Columbus,OH,43232,39.9251283,-82.9096127,010-162958,550,APARTMENT_4PLUS,auditor_parcel,,1973,2,1,64000.00,1026.56,0,10/06/2021,Y,Exact
"3599 WINCHESTER BEND DR, Columbus, OH, 43232",3599,WINCHESTER BEND DR,,Columbus,OH,43232,39.9009677,-82.8904933,530-308956,553,APARTMENT,auditor_parcel,,2011,3,2,114500.00,1739.58,0,12/02/2022,Y,Exact
"2309 TEMPEST DR, Columbus, OH, 43232",2309,TEMPEST DR,,Columbus,OH,43232,39.925867,-82.8932084,010-172963,510,SINGLE_FAMILY,auditor_parcel,Y,1980,3,1,151800.00,1944.62,74200,12/21/2018,Y,Exact
"3288 PAYDAY LN, Columbus, OH, 43232",3288,PAYDAY LN,,Columbus,OH,43232,39.9105974,-82.8447814,010-264942,510,SINGLE_FAMILY,auditor_parcel,,2004,4,3,239100.00,3835.36,235000,08/23/2022,Y,Exact
"3840 PETZINGER RD, Columbus, OH, 43232",3840,PETZINGER RD,,Columbus,OH,43232,39.9264433,-82.8909244,010-182214,520,TWO_FAMILY,auditor_parcel,,1986,4,2,165900.00,2661.24,0,11/27/1996,Y,Exact
"1740 NOE-BIXBY RD, Columbus, OH, 43232",1740,NOE-BIXBY RD,,Columbus,OH,43232,39.9410081,-82.8585326,010-127488,510,SINGLE_FAMILY,auditor_parcel,,1961,3,2,160000.00,2513.26,0,11/09/2023,Y,Exact
