address,number,street,unit,city,state,zip,latitude,longitude,final_classification,existence_source,residential_source,census_matched_address
"1990 FOUNTAINVIEW CT B, Columbus, OH, 43232",1990,FOUNTAINVIEW CT,B,Columbus,OH,43232,39.9391436,-82.8353505,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"5916 CHATFORD DR D, Columbus, OH, 43232",5916,CHATFORD DR,D,Columbus,OH,43232,39.9338051,-82.8342704,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1937 FOUNTAINVIEW CT, Columbus, OH, 43232",1937,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9400782,-82.8350828,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1948 FOUNTAINVIEW CT H, Columbus, OH, 43232",1948,FOUNTAINVIEW CT,H,Columbus,OH,43232,39.939609,-82.8338853,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"3718 WESTPOINT DR UNIT 5, Columbus, OH, 43232",3718,WESTPOINT DR,UNIT 5,Columbus,OH,43232,39.918804,-82.8964055,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"3774 WESTPOINT DR, Columbus, OH, 43232",3774,WESTPOINT DR,,Columbus,OH,43232,39.9191907,-82.8948178,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"2023 BAIRSFORD DR 1I, Columbus, OH, 43232",2023,BAIRSFORD DR,1I,Columbus,OH,43232,39.9367013,-82.8466957,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1823 BAIRSFORD DR, Columbus, OH, 43232",1823,BAIRSFORD DR,,Columbus,OH,43232,39.9406499,-82.8459631,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1755 SUNAPPLE WAY, Columbus, OH, 43232",1755,SUNAPPLE WAY,,Columbus,OH,43232,39.9446572,-82.8436005,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"1848 MISTY WAY, Columbus, OH, 43232",1848,MISTY WAY,,Columbus,OH,43232,39.943315,-82.8388219,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"5864 CHATFORD DR E, Columbus, OH, 43232",5864,CHATFORD DR,E,Columbus,OH,43232,39.9341285,-82.8361585,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1918 FOUNTAINVIEW CT, Columbus, OH, 43232",1918,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9401465,-82.8342237,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1900 FOUNTAINVIEW CT, Columbus, OH, 43232",1900,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9406515,-82.8342796,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1950 FOUNTAINVIEW CT D, Columbus, OH, 43232",1950,FOUNTAINVIEW CT,D,Columbus,OH,43232,39.9395435,-82.8339803,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"1946 FOUNTAINVIEW CT E, Columbus, OH, 43232",1946,FOUNTAINVIEW CT,E,Columbus,OH,43232,39.9396962,-82.8338409,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"3658 LARKWELL WAY, Columbus, OH, 43232",3658,LARKWELL WAY,,Columbus,OH,43232,39.9103505,-82.9006638,RESIDENTIAL,census_geocoder,auditor_street (5/5 dwelling),Exact
"1727 LONSDALE RD A, Columbus, OH, 43232",1727,LONSDALE RD,A,Columbus,OH,43232,39.9423289,-82.8507609,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Non_Exact
"1767 SUNAPPLE WAY, Columbus, OH, 43232",1767,SUNAPPLE WAY,,Columbus,OH,43232,39.9444016,-82.8437026,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"5795 LUCINDA CT, Columbus, OH, 43232",5795,LUCINDA CT,,Columbus,OH,43232,39.9465588,-82.84295,RESIDENTIAL,census_geocoder,auditor_street (19/19 dwelling),Exact
"720 LITTLE BROOK WAY, Columbus, OH, 43232",720,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"5918 LITTLE BROOK WAY, Columbus, OH, 43232",5918,LITTLE BROOK WAY,,Columbus,OH,43232,39.9450994,-82.8412004,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"1817 MISTY WAY, Columbus, OH, 43232",1817,MISTY WAY,,Columbus,OH,43232,39.9439319,-82.8390924,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"2233 GARNET PL, Columbus, OH, 43232",2233,GARNET PL,,Columbus,OH,43232,39.9257606,-82.9074845,RESIDENTIAL,census_geocoder,auditor_street (6/7 dwelling),Exact
"5852 CHATFORD DR F, Columbus, OH, 43232",5852,CHATFORD DR,F,Columbus,OH,43232,39.934093,-82.8365667,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5842 CHATFORD DR, Columbus, OH, 43232",5842,CHATFORD DR,,Columbus,OH,43232,39.9339542,-82.8358592,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"5820 CHATFORD DR, Columbus, OH, 43232",5820,CHATFORD DR,,Columbus,OH,43232,39.9339542,-82.8358592,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"5884 CHATFORD DR, Columbus, OH, 43232",5884,CHATFORD DR,,Columbus,OH,43232,39.9340326,-82.8353265,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"1950 FOUNTAINVIEW CT F, Columbus, OH, 43232",1950,FOUNTAINVIEW CT,F,Columbus,OH,43232,39.939532,-82.8338021,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"1882 FOUNTAINVIEW CT, Columbus, OH, 43232",1882,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9408249,-82.8341271,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"2944 REMINGTON RIDGE RD, Columbus, OH, 43232",2944,REMINGTON RIDGE RD,,Columbus,OH,43232,39.913617,-82.9015525,RESIDENTIAL,census_geocoder,auditor_street (51/51 dwelling),Exact
"2508 COURTRIGHT RD, Columbus, OH, 43232",2508,COURTRIGHT RD,,Columbus,OH,43232,39.9218508,-82.896871,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"1899 BAIRSFORD DR, Columbus, OH, 43232",1899,BAIRSFORD DR,,Columbus,OH,43232,39.9393367,-82.8466052,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1813 BAIRSFORD DR 1C, Columbus, OH, 43232",1813,BAIRSFORD DR,1C,Columbus,OH,43232,39.9408172,-82.8455591,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"5858 CHATFORD DR F, Columbus, OH, 43232",5858,CHATFORD DR,F,Columbus,OH,43232,39.9341705,-82.8363844,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5862 CHATFORD DR, Columbus, OH, 43232",5862,CHATFORD DR,,Columbus,OH,43232,39.9339542,-82.8358592,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"1969 FOUNTAINVIEW CT, Columbus, OH, 43232",1969,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9398025,-82.8355059,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"5904 CHATFORD DR B, Columbus, OH, 43232",5904,CHATFORD DR,B,Columbus,OH,43232,39.9342604,-82.8345312,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1936 FOUNTAINVIEW CT, Columbus, OH, 43232",1936,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9401226,-82.8339418,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1944 FOUNTAINVIEW CT B, Columbus, OH, 43232",1944,FOUNTAINVIEW CT,B,Columbus,OH,43232,39.9399476,-82.8338408,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"3760 WESTPOINT DR UNIT 3, Columbus, OH, 43232",3760,WESTPOINT DR,UNIT 3,Columbus,OH,43232,39.9189357,-82.895253,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"1724 SUNAPPLE WAY, Columbus, OH, 43232",1724,SUNAPPLE WAY,,Columbus,OH,43232,39.9454526,-82.8429196,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"1802 QUARRY RIDGE DR, Columbus, OH, 43232",1802,QUARRY RIDGE DR,,Columbus,OH,43232,39.943991,-82.8405745,RESIDENTIAL,census_geocoder,auditor_street (6/6 dwelling),Exact
"5942 LITTLE BROOK WAY, Columbus, OH, 43232",5942,LITTLE BROOK WAY,,Columbus,OH,43232,39.9448517,-82.8407312,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"5810 MOUZON DR, Columbus, OH, 43232",5810,MOUZON DR,,Columbus,OH,43232,39.9093815,-82.8394728,RESIDENTIAL,census_geocoder,auditor_street (47/53 dwelling),Exact
"5816 CHATFORD DR D, Columbus, OH, 43232",5816,CHATFORD DR,D,Columbus,OH,43232,39.9341076,-82.8377225,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5984 ABERNATHY LN, Columbus, OH, 43232",5984,ABERNATHY LN,,Columbus,OH,43232,39.9147131,-82.8358519,RESIDENTIAL,census_geocoder,auditor_street (18/18 dwelling),Exact
"5876 CHATFORD DR F, Columbus, OH, 43232",5876,CHATFORD DR,F,Columbus,OH,43232,39.934074,-82.8357586,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"3420 WALNUT DR, Columbus, OH, 43232",3420,WALNUT DR,,Columbus,OH,43232,39.9224457,-82.905519,RESIDENTIAL,census_geocoder,auditor_street (30/37 dwelling),Exact
"2715 NATALIA DR, Columbus, OH, 43232",2715,NATALIA DR,,Columbus,OH,43232,39.9178295,-82.8885931,RESIDENTIAL,census_geocoder,auditor_street (20/20 dwelling),Exact
"3070 FOX CHAPLE DR, Columbus, OH, 43232",3070,FOX CHAPLE DR,,Columbus,OH,43232,39.9164071,-82.8441339,RESIDENTIAL,census_geocoder,auditor_street (45/46 dwelling),Exact
"5780 SARANAC DR, Columbus, OH, 43232",5780,SARANAC DR,,Columbus,OH,43232,39.9415357,-82.8399223,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"2003 ZETTLER RD, Columbus, OH, 43232",2003,ZETTLER RD,,Columbus,OH,43232,39.9306464,-82.9122356,RESIDENTIAL,census_geocoder,auditor_street (96/113 dwelling),Exact
"768 LITTLE BROOK WAY, Columbus, OH, 43232",768,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"5846 CHATFORD DR E, Columbus, OH, 43232",5846,CHATFORD DR,E,Columbus,OH,43232,39.9342353,-82.8367186,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1879 FOUNTAINVIEW CT D, Columbus, OH, 43232",1879,FOUNTAINVIEW CT,D,Columbus,OH,43232,39.9408897,-82.8351256,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"2588 NOE-BIXBY RD, Columbus, OH, 43232",2588,NOE-BIXBY RD,,Columbus,OH,43232,39.9234881,-82.8637265,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"1811 STETSON RD, Columbus, OH, 43232",1811,STETSON RD,,Columbus,OH,43232,39.9406322,-82.8503103,RESIDENTIAL,census_geocoder,auditor_street (27/27 dwelling),Exact
"1759 LONSDALE RD B, Columbus, OH, 43232",1759,LONSDALE RD,B,Columbus,OH,43232,39.9416601,-82.8509802,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Non_Exact
"1983 BAIRSFORD DR, Columbus, OH, 43232",1983,BAIRSFORD DR,,Columbus,OH,43232,39.9375461,-82.8468026,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5551 CHATFORD DR B, Columbus, OH, 43232",5551,CHATFORD DR,B,Columbus,OH,43232,39.9345935,-82.8454383,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5567 CHATFORD DR C, Columbus, OH, 43232",5567,CHATFORD DR,C,Columbus,OH,43232,39.9343277,-82.8442864,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1811 BAIRSFORD DR 1M, Columbus, OH, 43232",1811,BAIRSFORD DR,1M,Columbus,OH,43232,39.9412736,-82.8455823,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1803 BAIRSFORD DR, Columbus, OH, 43232",1803,BAIRSFORD DR,,Columbus,OH,43232,39.9413277,-82.8446379,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1801 BAIRSFORD DR, Columbus, OH, 43232",1801,BAIRSFORD DR,,Columbus,OH,43232,39.9413693,-82.8445946,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1762 BAIRSFORD DR, Columbus, OH, 43232",1762,BAIRSFORD DR,,Columbus,OH,43232,39.9423899,-82.8435357,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1712 SUNAPPLE WAY, Columbus, OH, 43232",1712,SUNAPPLE WAY,,Columbus,OH,43232,39.9457085,-82.8427104,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"2594 NOE-BIXBY RD A, Columbus, OH, 43232",2594,NOE-BIXBY RD,A,Columbus,OH,43232,39.92326,-82.8639479,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"6026 ABERNATHY LN, Columbus, OH, 43232",6026,ABERNATHY LN,,Columbus,OH,43232,39.9143256,-82.8350336,RESIDENTIAL,census_geocoder,auditor_street (18/18 dwelling),Exact
"1948 FOUNTAINVIEW CT D, Columbus, OH, 43232",1948,FOUNTAINVIEW CT,D,Columbus,OH,43232,39.9395879,-82.8339899,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"2212 GLENBROOK DR, Columbus, OH, 43232",2212,GLENBROOK DR,,Columbus,OH,43232,39.9266717,-82.9056066,RESIDENTIAL,census_geocoder,auditor_street (39/39 dwelling),Exact
"2525 COURTRIGHT RD, Columbus, OH, 43232",2525,COURTRIGHT RD,,Columbus,OH,43232,39.921384,-82.8977889,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"2967 THORNELL WAY, Columbus, OH, 43232",2967,THORNELL WAY,,Columbus,OH,43232,39.9182324,-82.8471884,RESIDENTIAL,census_geocoder,auditor_street (10/10 dwelling),Exact
"5551 CHATFORD DR J, Columbus, OH, 43232",5551,CHATFORD DR,J,Columbus,OH,43232,39.9342445,-82.8454732,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1811 BAIRSFORD DR 2I, Columbus, OH, 43232",1811,BAIRSFORD DR,2I,Columbus,OH,43232,39.9412665,-82.8453354,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"5880 LITTLE BROOK WAY, Columbus, OH, 43232",5880,LITTLE BROOK WAY,,Columbus,OH,43232,39.9456339,-82.8423602,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"5932 LITTLE BROOK WAY, Columbus, OH, 43232",5932,LITTLE BROOK WAY,,Columbus,OH,43232,39.9448845,-82.8408867,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"5772 SARANAC DR, Columbus, OH, 43232",5772,SARANAC DR,,Columbus,OH,43232,39.941524,-82.8401684,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"5816 CHATFORD DR H, Columbus, OH, 43232",5816,CHATFORD DR,H,Columbus,OH,43232,39.9341365,-82.837615,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5978 ABERNATHY LN, Columbus, OH, 43232",5978,ABERNATHY LN,,Columbus,OH,43232,39.9146907,-82.836005,RESIDENTIAL,census_geocoder,auditor_street (18/18 dwelling),Exact
"6000 ABERNATHY LN, Columbus, OH, 43232",6000,ABERNATHY LN,,Columbus,OH,43232,39.9146894,-82.8354952,RESIDENTIAL,census_geocoder,auditor_street (18/18 dwelling),Exact
"5876 CHATFORD DR B, Columbus, OH, 43232",5876,CHATFORD DR,B,Columbus,OH,43232,39.9341358,-82.8358195,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5726 SARANAC DR, Columbus, OH, 43232",5726,SARANAC DR,,Columbus,OH,43232,39.9413768,-82.8416869,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"5903 LITTLE BROOK WAY, Columbus, OH, 43232",5903,LITTLE BROOK WAY,,Columbus,OH,43232,39.9449973,-82.8416474,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"838 LITTLE BROOK WAY, Columbus, OH, 43232",838,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"756 LITTLE BROOK WAY, Columbus, OH, 43232",756,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"5834 CHATFORD DR E, Columbus, OH, 43232",5834,CHATFORD DR,E,Columbus,OH,43232,39.934173,-82.8371228,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5830 CHATFORD DR, Columbus, OH, 43232",5830,CHATFORD DR,,Columbus,OH,43232,39.9339542,-82.8358592,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"5876 CHATFORD DR E, Columbus, OH, 43232",5876,CHATFORD DR,E,Columbus,OH,43232,39.9341045,-82.8357538,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1977 FOUNTAINVIEW CT, Columbus, OH, 43232",1977,FOUNTAINVIEW CT,,Columbus,OH,43232,39.93978,-82.8356877,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"3466 WALNUT DR, Columbus, OH, 43232",3466,WALNUT DR,,Columbus,OH,43232,39.9216898,-82.9041646,RESIDENTIAL,census_geocoder,auditor_street (30/37 dwelling),Exact
"2142 COURTRIGHT RD, Columbus, OH, 43232",2142,COURTRIGHT RD,,Columbus,OH,43232,39.9286901,-82.8977886,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"3750 WESTPOINT DR UNIT 4, Columbus, OH, 43232",3750,WESTPOINT DR,UNIT 4,Columbus,OH,43232,39.9188647,-82.895473,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"1572 LONSDALE RD, Columbus, OH, 43232",1572,LONSDALE RD,,Columbus,OH,43232,39.9456694,-82.8492634,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Exact
"5646 SARANAC DR, Columbus, OH, 43232",5646,SARANAC DR,,Columbus,OH,43232,39.9415475,-82.8434103,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"1780 SUNAPPLE WAY, Columbus, OH, 43232",1780,SUNAPPLE WAY,,Columbus,OH,43232,39.9440457,-82.8433656,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"5698 SARANAC DR, Columbus, OH, 43232",5698,SARANAC DR,,Columbus,OH,43232,39.9413578,-82.8425749,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"1736 SUNAPPLE WAY, Columbus, OH, 43232",1736,SUNAPPLE WAY,,Columbus,OH,43232,39.945041,-82.8428498,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"896 LITTLE BROOK WAY, Columbus, OH, 43232",896,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"1823 MISTY WAY, Columbus, OH, 43232",1823,MISTY WAY,,Columbus,OH,43232,39.943849,-82.8392764,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"5884 CHATFORD DR B, Columbus, OH, 43232",5884,CHATFORD DR,B,Columbus,OH,43232,39.9341162,-82.8353791,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1971 FOUNTAINVIEW CT, Columbus, OH, 43232",1971,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9397777,-82.8355343,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1955 FOUNTAINVIEW CT, Columbus, OH, 43232",1955,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9399181,-82.8353888,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1934 NOE-BIXBY RD, Columbus, OH, 43232",1934,NOE-BIXBY RD,,Columbus,OH,43232,39.936832,-82.8618623,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"1810 NOE-BIXBY RD UNIT B, Columbus, OH, 43232",1810,NOE-BIXBY RD,UNIT B,Columbus,OH,43232,39.9395416,-82.8604412,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"5912 CHATFORD DR F, Columbus, OH, 43232",5912,CHATFORD DR,F,Columbus,OH,43232,39.9340127,-82.8342491,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"3780 WESTPOINT DR UNIT 2, Columbus, OH, 43232",3780,WESTPOINT DR,UNIT 2,Columbus,OH,43232,39.919314,-82.8946486,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"2083 BAIRSFORD DR, Columbus, OH, 43232",2083,BAIRSFORD DR,,Columbus,OH,43232,39.9354002,-82.8459563,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5531 CHATFORD DR, Columbus, OH, 43232",5531,CHATFORD DR,,Columbus,OH,43232,39.9350198,-82.8455511,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"1811 BAIRSFORD DR 2B, Columbus, OH, 43232",1811,BAIRSFORD DR,2B,Columbus,OH,43232,39.9410641,-82.8450929,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1788 BAIRSFORD DR, Columbus, OH, 43232",1788,BAIRSFORD DR,,Columbus,OH,43232,39.9416456,-82.8436605,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1756 BAIRSFORD DR, Columbus, OH, 43232",1756,BAIRSFORD DR,,Columbus,OH,43232,39.9425437,-82.8435187,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5760 GLENBRIAR ST, Columbus, OH, 43232",5760,GLENBRIAR ST,,Columbus,OH,43232,39.9224,-82.8482814,RESIDENTIAL,census_geocoder,auditor_street (51/51 dwelling),Exact
"816 LITTLE BROOK WAY, Columbus, OH, 43232",816,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"2235 WADSWORTH DR, Columbus, OH, 43232",2235,WADSWORTH DR,,Columbus,OH,43232,39.9255178,-82.9104553,RESIDENTIAL,census_geocoder,auditor_street (31/35 dwelling),Exact
"3462 WALNUT DR, Columbus, OH, 43232",3462,WALNUT DR,,Columbus,OH,43232,39.9218557,-82.9041689,RESIDENTIAL,census_geocoder,auditor_street (30/37 dwelling),Exact
"5812 CHATFORD DR, Columbus, OH, 43232",5812,CHATFORD DR,,Columbus,OH,43232,39.9339542,-82.8358592,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"2174 NOE-BIXBY RD CATV, Columbus, OH, 43232",2174,NOE-BIXBY RD,CATV,Columbus,OH,43232,39.9325877,-82.862092,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"1924 NOE-BIXBY RD, Columbus, OH, 43232",1924,NOE-BIXBY RD,,Columbus,OH,43232,39.9370545,-82.861856,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"5744 SARANAC DR, Columbus, OH, 43232",5744,SARANAC DR,,Columbus,OH,43232,39.9416322,-82.8416775,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"5920 LITTLE BROOK WAY, Columbus, OH, 43232",5920,LITTLE BROOK WAY,,Columbus,OH,43232,39.9450204,-82.8410792,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"3423 WESTPOINT DR, Columbus, OH, 43232",3423,WESTPOINT DR,,Columbus,OH,43232,39.9186649,-82.9053357,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"3672 MATHENA WAY, Columbus, OH, 43232",3672,MATHENA WAY,,Columbus,OH,43232,39.9124854,-82.9001271,RESIDENTIAL,census_geocoder,auditor_street (15/15 dwelling),Exact
"1920 NOE-BIXBY RD, Columbus, OH, 43232",1920,NOE-BIXBY RD,,Columbus,OH,43232,39.9371484,-82.8618565,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"3479 WESTPOINT DR, Columbus, OH, 43232",3479,WESTPOINT DR,,Columbus,OH,43232,39.9186367,-82.9039673,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"2329 CARDSTON CT, Columbus, OH, 43232",2329,CARDSTON CT,,Columbus,OH,43232,39.9264584,-82.9017764,RESIDENTIAL,census_geocoder,auditor_street (19/19 dwelling),Non_Exact
"2505 COURTRIGHT RD, Columbus, OH, 43232",2505,COURTRIGHT RD,,Columbus,OH,43232,39.9215993,-82.8973859,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"2003 BAIRSFORD DR, Columbus, OH, 43232",2003,BAIRSFORD DR,,Columbus,OH,43232,39.9372133,-82.8471922,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"4023 VERONIA LN, Columbus, OH, 43232",4023,VERONIA LN,,Columbus,OH,43232,39.9170744,-82.887679,RESIDENTIAL,census_geocoder,auditor_street (3/4 dwelling),Non_Exact
"5797 LUCINDA CT, Columbus, OH, 43232",5797,LUCINDA CT,,Columbus,OH,43232,39.946559,-82.842868,RESIDENTIAL,census_geocoder,auditor_street (19/19 dwelling),Exact
